analysis_family,sensitivity_dimension,sensitivity_group,selection_rule,metric_or_mode,effect_definition,n_pairs,pair_ids,estimate,n_primary_clusters,primary_ci_low,primary_ci_high,primary_p_two_sided_sign_tail,n_connected_components,component_ci_low,component_ci_high,component_p_two_sided_sign_tail,decision_role
CRITERION_B,sensitivity_stratum,MULTI_FACE_BACKGROUND,sensitivity_stratum=MULTI_FACE_BACKGROUND,early,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D11,1.2898087888357952e-05,1,1.2898087888357952e-05,1.2898087888357952e-05,0.00019998000199980003,1,1.2898087888357952e-05,1.2898087888357952e-05,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,MULTI_FACE_BACKGROUND,sensitivity_stratum=MULTI_FACE_BACKGROUND,middle,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D11,-0.013030968027837528,1,-0.013030968027837528,-0.013030968027837528,0.00019998000199980003,1,-0.013030968027837528,-0.013030968027837528,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,MULTI_FACE_BACKGROUND,sensitivity_stratum=MULTI_FACE_BACKGROUND,late,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D11,-0.30958443930128704,1,-0.30958443930128704,-0.30958443930128704,0.00019998000199980003,1,-0.30958443930128704,-0.30958443930128704,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,sensitivity_stratum=COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,iou_weakness,mean_pair(control_mean_iou-primary_mean_iou),1,R3-D12,-0.12579733672051618,1,-0.12579733672051618,-0.12579733672051618,0.00019998000199980003,1,-0.12579733672051618,-0.12579733672051618,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,sensitivity_stratum,COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,sensitivity_stratum=COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,failure_weakness,mean_pair(primary_failure_rate-control_failure_rate); failure=iou<0.5,1,R3-D12,0,1,0,0,1,1,0,0,1,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,sensitivity_stratum=COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,mrm1,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D12,-0.037344338837009383,1,-0.037344338837009383,-0.037344338837009383,0.00019998000199980003,1,-0.037344338837009383,-0.037344338837009383,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,sensitivity_stratum=COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,mrm2,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D12,-0.010790489344277341,1,-0.010790489344277341,-0.010790489344277341,0.00019998000199980003,1,-0.010790489344277341,-0.010790489344277341,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,sensitivity_stratum=COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,mrm3,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D12,-0.012583699988998321,1,-0.012583699988998321,-0.012583699988998321,0.00019998000199980003,1,-0.012583699988998321,-0.012583699988998321,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,sensitivity_stratum=COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,mrm4,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D12,-0.029909011275322306,1,-0.029909011275322306,-0.029909011275322306,0.00019998000199980003,1,-0.029909011275322306,-0.029909011275322306,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,sensitivity_stratum=COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,mrm5,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D12,-0.081184171520813392,1,-0.081184171520813392,-0.081184171520813392,0.00019998000199980003,1,-0.081184171520813392,-0.081184171520813392,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,sensitivity_stratum=COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,mrm6,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D12,0.2235131428173453,1,0.2235131428173453,0.2235131428173453,0.00019998000199980003,1,0.2235131428173453,0.2235131428173453,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,sensitivity_stratum=COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,early,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D12,-0.024212340743004684,1,-0.024212340743004684,-0.024212340743004684,0.00019998000199980003,1,-0.024212340743004684,-0.024212340743004684,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,sensitivity_stratum=COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,middle,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D12,-0.021828625017603073,1,-0.021828625017603073,-0.021828625017603073,0.00019998000199980003,1,-0.021828625017603073,-0.021828625017603073,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,sensitivity_stratum,COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,sensitivity_stratum=COSTUME_DIFFERENCE_CLASS_RESOLVED_PERSON,late,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),1,R3-D12,-0.04371561052226608,1,-0.04371561052226608,-0.04371561052226608,0.00019998000199980003,1,-0.04371561052226608,-0.04371561052226608,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,broad_superclass,PERSON,broad_superclass=PERSON,iou_weakness,mean_pair(control_mean_iou-primary_mean_iou),6,R3-D01;R3-D02;R3-D06;R3-D09;R3-D10;R3-D12,0.24777306562829413,6,-0.024373356566846822,0.51991948782343511,0.07279272072792721,5,-0.06801780225438428,0.47333797125877869,0.13318668133186681,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,broad_superclass,PERSON,broad_superclass=PERSON,failure_weakness,mean_pair(primary_failure_rate-control_failure_rate); failure=iou<0.5,6,R3-D01;R3-D02;R3-D06;R3-D09;R3-D10;R3-D12,0.3066666666666667,6,-0.059999999999999998,0.67333333333333334,0.148985101489851,5,-0.079999999999999988,0.64000000000000001,0.15978402159784022,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,PERSON,broad_superclass=PERSON,mrm1,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),6,R3-D01;R3-D02;R3-D06;R3-D09;R3-D10;R3-D12,-0.042174987707196548,6,-0.089654902985869853,-0.010721312051772847,0.00079992000799920012,5,-0.10231670328576097,-0.013916263946817695,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,PERSON,broad_superclass=PERSON,mrm2,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),6,R3-D01;R3-D02;R3-D06;R3-D09;R3-D10;R3-D12,-0.017227734157627971,6,-0.087683706505201131,0.049739669297242835,0.72052794720527946,5,-0.090679919964837041,0.050355756613493528,0.66253374662533748,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,PERSON,broad_superclass=PERSON,mrm3,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),6,R3-D01;R3-D02;R3-D06;R3-D09;R3-D10;R3-D12,-0.016149367529877497,6,-0.076063207463203344,0.026994160470689615,0.60833916608339167,5,-0.081971721792314906,0.029894709717827716,0.62753724627537244,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,PERSON,broad_superclass=PERSON,mrm4,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),6,R3-D01;R3-D02;R3-D06;R3-D09;R3-D10;R3-D12,-0.059745647146371428,6,-0.17216283677237629,0.0058589182364193228,0.17038296170382961,5,-0.19760693627321635,0.0079165869812467191,0.17278272172782722,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,PERSON,broad_superclass=PERSON,mrm5,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),6,R3-D01;R3-D02;R3-D06;R3-D09;R3-D10;R3-D12,-0.045289539648386619,6,-0.22828952982725573,0.15148714581488215,0.65553444655534443,5,-0.23862613084524167,0.18148937494074169,0.65173482651734826,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,PERSON,broad_superclass=PERSON,mrm6,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),6,R3-D01;R3-D02;R3-D06;R3-D09;R3-D10;R3-D12,-0.034779376771411484,6,-0.20538833619874464,0.10603978307504913,0.71572842715728424,5,-0.20538833619874464,0.11111712843512873,0.71152884711528852,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,PERSON,broad_superclass=PERSON,early,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),6,R3-D01;R3-D02;R3-D06;R3-D09;R3-D10;R3-D12,-0.017547880320895316,6,-0.079551896592984089,0.041596742129411689,0.6419358064193581,5,-0.082455944724373301,0.044608028675162968,0.6479352064793521,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,PERSON,broad_superclass=PERSON,middle,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),6,R3-D01;R3-D02;R3-D06;R3-D09;R3-D10;R3-D12,-0.017096677056676734,6,-0.12648378521696865,0.075261152996824551,0.78972102789721033,5,-0.12674725112136881,0.081167269172876685,0.80151984801519849,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,PERSON,broad_superclass=PERSON,late,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),6,R3-D01;R3-D02;R3-D06;R3-D09;R3-D10;R3-D12,-0.19772016267393389,6,-0.44062601845921973,0.022163303557477865,0.084391560843915608,5,-0.4164077886598968,0.04972319564224318,0.10438956104389562,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,broad_superclass,VEHICLE,broad_superclass=VEHICLE,iou_weakness,mean_pair(control_mean_iou-primary_mean_iou),2,R3-D05;R3-D08,0.012694654714766551,2,0.0036055360040089246,0.021783773425524178,0.00019998000199980003,2,0.0036055360040089246,0.021783773425524178,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,broad_superclass,VEHICLE,broad_superclass=VEHICLE,failure_weakness,mean_pair(primary_failure_rate-control_failure_rate); failure=iou<0.5,2,R3-D05;R3-D08,0,2,0,0,1,2,0,0,1,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,VEHICLE,broad_superclass=VEHICLE,mrm1,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D05;R3-D08,0.0083939328296818803,2,0.00028834846166500214,0.016499517197698758,0.00019998000199980003,2,0.00028834846166500214,0.016499517197698758,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,VEHICLE,broad_superclass=VEHICLE,mrm2,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D05;R3-D08,-0.0017774118660491217,2,-0.015041477474468552,0.011486653742370309,0.49655034496550343,2,-0.015041477474468552,0.011486653742370309,0.49655034496550343,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,VEHICLE,broad_superclass=VEHICLE,mrm3,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D05;R3-D08,-0.017756914010588164,2,-0.038388573158594619,0.0028747451374182909,0.49655034496550343,2,-0.038388573158594619,0.0028747451374182909,0.49655034496550343,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,VEHICLE,broad_superclass=VEHICLE,mrm4,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D05;R3-D08,-0.01689623411704165,2,-0.023619593440666983,-0.010172874793416314,0.00019998000199980003,2,-0.023619593440666983,-0.010172874793416314,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,VEHICLE,broad_superclass=VEHICLE,mrm5,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D05;R3-D08,-0.064780132739915425,2,-0.076641949096109496,-0.052918316383721353,0.00019998000199980003,2,-0.076641949096109496,-0.052918316383721353,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,VEHICLE,broad_superclass=VEHICLE,mrm6,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D05;R3-D08,-0.0050838590718642268,2,-0.010980573358755658,0.00081285521502720386,0.51294870512948709,2,-0.010980573358755658,0.00081285521502720386,0.51294870512948709,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,VEHICLE,broad_superclass=VEHICLE,early,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D05;R3-D08,0.009323595605355138,2,0.0017453705374041433,0.016901820673306131,0.00019998000199980003,2,0.0017453705374041433,0.016901820673306131,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,VEHICLE,broad_superclass=VEHICLE,middle,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D05;R3-D08,-0.017659163113676768,2,-0.021731637773626064,-0.013586688453727475,0.00019998000199980003,2,-0.021731637773626064,-0.013586688453727475,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,VEHICLE,broad_superclass=VEHICLE,late,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D05;R3-D08,0.14113439513786499,2,-0.075483161603836724,0.35775195187956671,0.49655034496550343,2,-0.075483161603836724,0.35775195187956671,0.49655034496550343,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,broad_superclass,FACE_HEAD,broad_superclass=FACE_HEAD,iou_weakness,mean_pair(control_mean_iou-primary_mean_iou),2,R3-D07;R3-D11,0.040619082302970788,2,-0.03607295646856612,0.1173111210745077,0.49655034496550343,1,0.040619082302970788,0.040619082302970788,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,broad_superclass,FACE_HEAD,broad_superclass=FACE_HEAD,failure_weakness,mean_pair(primary_failure_rate-control_failure_rate); failure=iou<0.5,2,R3-D07;R3-D11,0,2,0,0,1,1,0,0,1,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,FACE_HEAD,broad_superclass=FACE_HEAD,mrm1,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D07;R3-D11,-0.039355600736935448,2,-0.043183637643206992,-0.035527563830663897,0.00019998000199980003,1,-0.039355600736935448,-0.039355600736935448,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,FACE_HEAD,broad_superclass=FACE_HEAD,mrm2,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D07;R3-D11,0.051608805934714064,2,0.03169711023193119,0.07152050163749693,0.00019998000199980003,1,0.051608805934714064,0.051608805934714064,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,FACE_HEAD,broad_superclass=FACE_HEAD,mrm3,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D07;R3-D11,0.009189114950615352,2,-0.002727079689606806,0.02110530959083751,0.49655034496550343,1,0.009189114950615352,0.009189114950615352,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,FACE_HEAD,broad_superclass=FACE_HEAD,mrm4,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D07;R3-D11,0.039958959443098796,2,-0.017781435732073175,0.09769935461827077,0.49655034496550343,1,0.039958959443098796,0.039958959443098796,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,FACE_HEAD,broad_superclass=FACE_HEAD,mrm5,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D07;R3-D11,-0.20402005377229551,2,-0.36089285497535051,-0.047147252569240516,0.00019998000199980003,1,-0.20402005377229551,-0.20402005377229551,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,FACE_HEAD,broad_superclass=FACE_HEAD,mrm6,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D07;R3-D11,-0.024880622214155407,2,-0.035215167610616799,-0.014546076817694018,0.00019998000199980003,1,-0.024880622214155407,-0.024880622214155407,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,FACE_HEAD,broad_superclass=FACE_HEAD,early,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D07;R3-D11,-0.0086992177377360029,2,-0.017411333563360363,1.2898087888357952e-05,0.49655034496550343,1,-0.0086992177377360029,-0.0086992177377360029,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,FACE_HEAD,broad_superclass=FACE_HEAD,middle,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D07;R3-D11,0.038033903475312603,2,-0.013030968027837528,0.089098774978462733,0.49655034496550343,1,0.038033903475312603,0.038033903475312603,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,FACE_HEAD,broad_superclass=FACE_HEAD,late,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D07;R3-D11,-0.16571427248338697,2,-0.30958443930128704,-0.02184410566548689,0.00019998000199980003,1,-0.16571427248338697,-0.16571427248338697,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,broad_superclass,OBJECT_OTHER,broad_superclass=OBJECT_OTHER,iou_weakness,mean_pair(control_mean_iou-primary_mean_iou),2,R3-D03;R3-D04,0.025359773303651356,1,0.025359773303651356,0.025359773303651356,0.00019998000199980003,1,0.025359773303651356,0.025359773303651356,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_A,broad_superclass,OBJECT_OTHER,broad_superclass=OBJECT_OTHER,failure_weakness,mean_pair(primary_failure_rate-control_failure_rate); failure=iou<0.5,2,R3-D03;R3-D04,0,1,0,0,1,1,0,0,1,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,OBJECT_OTHER,broad_superclass=OBJECT_OTHER,mrm1,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D03;R3-D04,-0.009817149177530014,1,-0.0098171491775300157,-0.009817149177530014,0.00019998000199980003,1,-0.0098171491775300157,-0.009817149177530014,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,OBJECT_OTHER,broad_superclass=OBJECT_OTHER,mrm2,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D03;R3-D04,-0.009703255139948859,1,-0.009703255139948859,-0.009703255139948859,0.00019998000199980003,1,-0.009703255139948859,-0.009703255139948859,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,OBJECT_OTHER,broad_superclass=OBJECT_OTHER,mrm3,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D03;R3-D04,-0.022354737488365597,1,-0.022354737488365597,-0.022354737488365597,0.00019998000199980003,1,-0.022354737488365597,-0.022354737488365597,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,OBJECT_OTHER,broad_superclass=OBJECT_OTHER,mrm4,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D03;R3-D04,-0.016023593303759388,1,-0.016023593303759388,-0.016023593303759388,0.00019998000199980003,1,-0.016023593303759388,-0.016023593303759388,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,OBJECT_OTHER,broad_superclass=OBJECT_OTHER,mrm5,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D03;R3-D04,-0.00082620229804595408,1,-0.00082620229804595408,-0.00082620229804595408,0.00019998000199980003,1,-0.00082620229804595408,-0.00082620229804595408,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,OBJECT_OTHER,broad_superclass=OBJECT_OTHER,mrm6,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D03;R3-D04,-0.005795328475469437,1,-0.005795328475469437,-0.005795328475469437,0.00019998000199980003,1,-0.005795328475469437,-0.005795328475469437,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,OBJECT_OTHER,broad_superclass=OBJECT_OTHER,early,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D03;R3-D04,-0.0059067663983959923,1,-0.0059067663983959923,-0.0059067663983959923,0.00019998000199980003,1,-0.0059067663983959923,-0.0059067663983959923,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,OBJECT_OTHER,broad_superclass=OBJECT_OTHER,middle,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D03;R3-D04,-0.016552959496435708,1,-0.016552959496435708,-0.016552959496435708,0.00019998000199980003,1,-0.016552959496435708,-0.016552959496435708,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
CRITERION_B,broad_superclass,OBJECT_OTHER,broad_superclass=OBJECT_OTHER,late,mean_pair(mean_primary(baseline_iou-ablation_iou)-mean_control(baseline_iou-ablation_iou)),2,R3-D03;R3-D04,0.12425287764152965,1,0.12425287764152965,0.12425287764152965,0.00019998000199980003,1,0.12425287764152965,0.12425287764152965,0.00019998000199980003,LOCKED_DESCRIPTIVE_SENSITIVITY_ONLY
